,Week,Year,Name,Team,Games,Rush Att,Rush Yards,Rush TD,Rec Targets,Rec Comp,Rec Yards,Rec TD,Fantasy PTS,FanPPG
609,7,2015,Isaiah Crowell,CLE,1,8,9,0,0,0,0,0,0.9,0.9
610,7,2015,Damien Williams,MIA,1,4,19,0,2,2,10,0,0.9,0.9
611,7,2015,Alfred Blue,HOU,1,3,8,0,0,0,0,0,0.8,0.8
612,7,2015,Toby Gerhart,JAC,1,6,8,0,0,0,0,0,0.8,0.8
613,7,2015,Spencer Ware,KC,1,2,8,0,0,0,0,0,0.8,0.8
614,7,2015,Alfred Morris,WAS,1,6,5,0,1,1,2,0,0.7,0.7
615,7,2015,Terron Ward,ATL,1,0,0,0,1,1,7,0,0.7,0.7
616,7,2015,Matt Asiata,MIN,1,0,0,0,2,2,5,0,0.5,0.5
617,7,2015,Jamize Olawale,OAK,1,2,4,0,0,0,0,0,0.4,0.4
618,7,2015,Bobby Rainey,TB,1,0,0,0,1,1,4,0,0.4,0.4
619,7,2015,Roy Helu,OAK,1,4,3,0,0,0,0,0,0.3,0.3
620,7,2015,Knile Davis,KC,1,1,2,0,0,0,0,0,0.2,0.2
621,7,2015,Darrel Young,WAS,1,1,1,0,0,0,0,0,0.1,0.1
622,7,2015,Cameron Artis-Payne,CAR,1,1,0,0,0,0,0,0,0,0
623,7,2015,Michael Burton,DET,1,1,0,0,0,0,0,0,0,0
624,7,2015,Patrick DiMarco,ATL,1,1,0,0,0,0,0,0,0,0
625,7,2015,Jonathan Grimes,HOU,1,0,0,0,1,0,0,0,0,0
626,7,2015,Bishop Sankey,TEN,1,0,0,0,1,0,0,0,0,0
627,7,2015,Fozzy Whittaker,CAR,1,0,0,0,1,0,0,0,0,0
628,7,2015,George Winn,DET,1,1,0,0,0,0,0,0,0,0
629,7,2015,LeGarrette Blount,NE,1,3,-3,0,0,0,0,0,-0.3,-0.3
630,8,2015,Todd Gurley,STL,1,20,133,1,3,3,13,0,20.6,20.6
631,8,2015,Charcandrick West,KC,1,20,97,1,6,4,25,0,18.2,18.2
632,8,2015,Ronnie Hillman,DEN,1,19,60,2,2,1,-5,0,17.5,17.5
633,8,2015,Dion Lewis,NE,1,5,19,0,9,6,93,1,17.2,17.2
634,8,2015,C.J. Anderson,DEN,1,14,101,1,1,1,5,0,16.6,16.6
635,8,2015,Devonta Freeman,ATL,1,21,88,0,8,6,43,0,13.1,13.1
636,8,2015,Taiwan Jones,OAK,1,2,5,0,1,1,59,1,12.4,12.4
637,8,2015,Jonathan Stewart,CAR,1,24,82,1,2,1,1,0,12.3,12.3
638,8,2015,Shane Vereen,NYG,1,2,3,0,9,8,60,1,12.3,12.3
639,8,2015,Mark Ingram,NO,1,16,80,0,5,4,39,0,11.9,11.9
640,8,2015,Latavius Murray,OAK,1,20,113,0,2,1,6,0,11.9,11.9
641,8,2015,Darren McFadden,DAL,1,20,64,0,8,6,49,0,11.3,11.3
642,8,2015,DeAngelo Williams,PIT,1,9,71,0,4,4,39,0,11,11
643,8,2015,Adrian Peterson,MIN,1,20,103,0,2,2,6,0,10.9,10.9
644,8,2015,Eddie Lacy,GB,1,11,38,1,2,1,9,0,10.7,10.7
645,8,2015,C.J. Spiller,NO,1,4,21,0,4,2,15,1,9.6,9.6
646,8,2015,Lamar Miller,MIA,1,9,15,1,5,5,19,0,9.4,9.4
647,8,2015,Frank Gore,IND,1,22,70,0,3,3,22,0,9.2,9.2
648,8,2015,De'Anthony Thomas,KC,1,1,10,1,3,3,22,0,9.2,9.2
649,8,2015,Rashad Jennings,NYG,1,10,54,0,3,2,31,0,8.5,8.5
650,8,2015,Antonio Andrews,TEN,1,16,64,0,3,3,18,0,8.2,8.2
651,8,2015,Marshawn Lynch,SEA,1,21,71,0,2,2,11,0,8.2,8.2
652,8,2015,Doug Martin,TB,1,23,71,0,1,1,7,0,7.8,7.8
653,8,2015,LeGarrette Blount,NE,1,17,72,0,1,1,2,0,7.4,7.4
654,8,2015,Justin Forsett,BAL,1,17,69,0,1,1,5,0,7.4,7.4
655,8,2015,Alfred Blue,HOU,1,14,39,0,5,5,33,0,7.2,7.2
656,8,2015,Spencer Ware,KC,1,2,12,1,0,0,0,0,7.2,7.2
657,8,2015,Duke Johnson,CLE,1,1,3,0,2,2,68,0,7.1,7.1
658,8,2015,Matt Forte,CHI,1,10,41,0,4,4,28,0,6.9,6.9
659,8,2015,Chris Johnson,ARI,1,30,109,0,1,0,0,0,6.9,6.9
660,8,2015,Jeremy Hill,CIN,1,15,60,0,1,1,8,0,6.8,6.8
661,8,2015,Melvin Gordon,SD,1,18,54,0,6,5,7,0,6.1,6.1
662,8,2015,Le'Veon Bell,PIT,1,10,45,0,2,2,13,0,5.8,5.8
663,8,2015,Joique Bell,DET,1,7,56,0,1,0,0,0,5.6,5.6
664,8,2015,Tre Mason,STL,1,15,46,0,1,1,6,0,5.2,5.2
665,8,2015,Jonas Gray,MIA,1,2,1,0,5,4,50,0,5.1,5.1
666,8,2015,David Johnson,ARI,1,1,4,0,2,2,44,0,4.8,4.8
667,8,2015,Theo Riddick,DET,1,5,17,0,7,6,30,0,4.7,4.7
668,8,2015,Jeremy Langford,CHI,1,12,46,0,1,0,0,0,4.6,4.6
669,8,2015,Charles Sims,TB,1,6,22,0,4,3,24,0,4.6,4.6
670,8,2015,Danny Woodhead,SD,1,3,9,0,3,2,36,0,4.5,4.5
671,8,2015,Chris Ivory,NYJ,1,15,17,0,5,3,24,0,4.1,4.1
672,8,2015,Mike Tolbert,CAR,1,0,0,0,1,1,40,0,4,4
673,8,2015,Kyle Juszczyk,BAL,1,0,0,0,2,1,39,0,3.9,3.9
674,8,2015,Dexter McCluster,TEN,1,3,15,0,6,4,23,0,3.8,3.8
675,8,2015,Giovani Bernard,CIN,1,1,12,0,3,2,22,0,3.4,3.4
676,8,2015,Branden Oliver,SD,1,4,18,0,2,2,16,0,3.4,3.4
677,8,2015,Javorius Allen,BAL,1,4,1,0,4,3,30,0,3.1,3.1
678,8,2015,Ahmad Bradshaw,IND,1,7,31,0,1,0,0,0,3.1,3.1
679,8,2015,Isaiah Crowell,CLE,1,10,14,0,2,1,12,0,2.6,2.6
680,8,2015,Marcel Reece,OAK,1,0,0,0,3,3,26,0,2.6,2.6
681,8,2015,Orleans Darkwa,NYG,1,4,23,0,0,0,0,0,2.3,2.3
682,8,2015,Kendall Gaskins,SF,1,5,6,0,3,2,17,0,2.3,2.3
683,8,2015,Chris Polk,HOU,1,8,18,0,2,1,4,0,2.2,2.2
684,8,2015,Tevin Coleman,ATL,1,3,11,0,1,1,10,0,2.1,2.1
685,8,2015,Christine Michael,DAL,1,5,20,0,2,0,0,0,2,2
686,8,2015,Mike Davis,SF,1,10,4,0,3,2,14,0,1.8,1.8
687,8,2015,Jerick McKinnon,MIN,1,2,18,0,0,0,0,0,1.8,1.8
688,8,2015,Zac Stacy,NYJ,1,3,11,0,1,1,7,0,1.8,1.8
689,8,2015,James Starks,GB,1,5,9,0,2,2,9,0,1.8,1.8
690,8,2015,Khiry Robinson,NO,1,4,4,0,2,2,13,0,1.7,1.7
691,8,2015,Jonathan Grimes,HOU,1,0,0,0,3,2,12,0,1.2,1.2
692,8,2015,Matt Asiata,MIN,1,1,5,0,3,3,6,0,1.1,1.1
693,8,2015,Thomas Rawls,SEA,1,4,10,0,0,0,0,0,1,1
694,8,2015,Knile Davis,KC,1,4,9,0,0,0,0,0,0.9,0.9
695,8,2015,Fred Jackson,SEA,1,0,0,0,1,1,9,0,0.9,0.9
696,8,2015,Patrick DiMarco,ATL,1,0,0,0,1,1,8,0,0.8,0.8
697,8,2015,Terron Ward,ATL,1,0,0,0,1,1,8,0,0.8,0.8
698,8,2015,Andre Williams,NYG,1,5,7,0,0,0,0,0,0.7,0.7
699,8,2015,Ameer Abdullah,DET,1,1,3,0,2,0,0,0,0.3,0.3
700,8,2015,Robert Turbin,CLE,1,3,3,0,0,0,0,0,0.3,0.3
701,8,2015,James White,NE,1,3,3,0,0,0,0,0,0.3,0.3
702,8,2015,Fozzy Whittaker,CAR,1,1,3,0,1,0,0,0,0.3,0.3
703,8,2015,Alonzo Harris,GB,1,2,2,0,0,0,0,0,0.2,0.2
704,8,2015,Reggie Bush,SF,1,0,0,0,1,0,0,0,0,0
705,8,2015,Andre Ellington,ARI,1,3,0,0,1,0,0,0,0,0
706,8,2015,Roy Helu,OAK,1,0,0,0,1,0,0,0,0,0
707,8,2015,Will Johnson,PIT,1,0,0,0,1,0,0,0,0,0
708,8,2015,Bruce Miller,SF,1,0,0,0,1,0,0,0,0,0
709,8,2015,Rod Smith,DAL,1,0,0,0,1,0,0,0,0,0
710,8,2015,Juwan Thompson,DEN,1,1,-1,0,0,0,0,0,-0.1,-0.1
711,8,2015,Bishop Sankey,TEN,1,0,0,0,0,0,0,0,-2,-2
712,9,2015,DeAngelo Williams,PIT,1,27,170,2,4,2,55,0,34.5,34.5
713,9,2015,Lamar Miller,MIA,1,12,44,2,7,7,97,0,26.1,26.1
714,9,2015,Karlos Williams,BUF,1,9,110,2,0,0,0,0,23,23
715,9,2015,DeMarco Murray,PHI,1,18,83,1,7,6,78,0,22.1,22.1
716,9,2015,Adrian Peterson,MIN,1,29,125,1,2,2,18,0,20.3,20.3
717,9,2015,Jeremy Langford,CHI,1,18,72,1,4,3,70,0,20.2,20.2
718,9,2015,LeGarrette Blount,NE,1,29,129,1,0,0,0,0,18.9,18.9
719,9,2015,James Starks,GB,1,10,39,0,8,6,83,1,18.2,18.2
720,9,2015,LeSean McCoy,BUF,1,16,112,1,2,2,7,0,17.9,17.9
721,9,2015,Danny Woodhead,SD,1,6,33,0,10,6,78,1,17.1,17.1
722,9,2015,Todd Gurley,STL,1,24,89,1,5,3,20,0,16.9,16.9
723,9,2015,Chris Ivory,NYJ,1,23,26,2,3,3,22,0,16.8,16.8
724,9,2015,Frank Gore,IND,1,28,83,1,3,1,19,0,16.2,16.2
725,9,2015,Devonta Freeman,ATL,1,12,12,0,10,8,67,1,13.9,13.9
726,9,2015,Ryan Mathews,PHI,1,11,67,1,1,0,0,0,12.7,12.7
727,9,2015,Darren McFadden,DAL,1,27,117,0,2,1,5,0,12.2,12.2
728,9,2015,Antonio Andrews,TEN,1,19,88,0,2,1,23,0,11.1,11.1
729,9,2015,Shane Vereen,NYG,1,6,14,0,4,4,29,1,10.3,10.3
730,9,2015,T.J. Yeldon,JAC,1,14,64,0,3,3,37,0,10.1,10.1
731,9,2015,Brandon Bolden,NE,1,1,12,0,4,3,27,1,9.9,9.9
732,9,2015,Duke Johnson,CLE,1,3,0,0,4,2,38,1,9.8,9.8
733,9,2015,Shaun Draughn,SF,1,16,58,0,5,4,38,0,9.6,9.6
734,9,2015,Mark Ingram,NO,1,21,52,0,5,4,42,0,9.4,9.4
735,9,2015,Giovani Bernard,CIN,1,13,72,0,1,1,14,0,8.6,8.6
736,9,2015,Jamize Olawale,OAK,1,1,19,1,0,0,0,0,7.9,7.9
737,9,2015,Latavius Murray,OAK,1,17,96,0,2,2,-1,0,7.5,7.5
738,9,2015,Ahmad Bradshaw,IND,1,6,3,0,2,1,8,1,7.1,7.1
739,9,2015,Jonathan Stewart,CAR,1,20,66,0,2,1,2,0,6.8,6.8
740,9,2015,Isaiah Crowell,CLE,1,10,38,0,4,3,26,0,6.4,6.4
741,9,2015,Charles Sims,TB,1,8,78,0,2,1,4,0,6.2,6.2
742,9,2015,Melvin Gordon,SD,1,11,31,0,3,3,25,0,5.6,5.6
743,9,2015,Dion Lewis,NE,1,4,14,0,5,4,39,0,5.3,5.3
744,9,2015,Jeremy Hill,CIN,1,15,52,0,1,1,0,0,5.2,5.2
745,9,2015,Rashad Jennings,NYG,1,13,48,0,1,1,-1,0,4.7,4.7
746,9,2015,Jay Ajayi,MIA,1,5,41,0,0,0,0,0,4.1,4.1
747,9,2015,C.J. Anderson,DEN,1,7,34,0,2,1,4,0,3.8,3.8
748,9,2015,Andre Williams,NYG,1,7,30,0,1,1,7,0,3.7,3.7
749,9,2015,Ka'Deem Carey,CHI,1,7,28,0,0,0,0,0,2.8,2.8
750,9,2015,Dexter McCluster,TEN,1,8,19,0,4,2,28,0,2.7,2.7
751,9,2015,Darren Sproles,PHI,1,5,23,0,3,2,3,0,2.6,2.6
752,9,2015,Matt Jones,WAS,1,11,27,0,3,2,17,0,2.4,2.4
753,9,2015,Orleans Darkwa,NYG,1,6,23,0,0,0,0,0,2.3,2.3
754,9,2015,Doug Martin,TB,1,11,31,0,4,2,12,0,2.3,2.3
755,9,2015,Marcel Reece,OAK,1,3,21,0,0,0,0,0,2.1,2.1
756,9,2015,Chris Thompson,WAS,1,0,0,0,4,2,21,0,2.1,2.1
757,9,2015,Kendall Gaskins,SF,1,7,20,0,0,0,0,0,2,2
758,9,2015,Zac Stacy,NYJ,1,1,3,0,3,1,16,0,1.9,1.9
759,9,2015,Aaron Ripkowski,GB,1,0,0,0,1,1,18,0,1.8,1.8
760,9,2015,Donald Brown,SD,1,2,13,0,0,0,0,0,1.3,1.3
761,9,2015,Fozzy Whittaker,CAR,1,2,13,0,0,0,0,0,1.3,1.3
762,9,2015,Pierre Thomas,SF,1,4,12,0,0,0,0,0,1.2,1.2
763,9,2015,Jerick McKinnon,MIN,1,0,0,0,2,2,11,0,1.1,1.1
764,9,2015,Antone Smith,CHI,1,1,11,0,0,0,0,0,1.1,1.1
765,9,2015,Alfred Morris,WAS,1,4,10,0,0,0,0,0,1,1
766,9,2015,C.J. Spiller,NO,1,2,8,0,2,1,2,0,1,1
767,9,2015,Rex Burkhead,CIN,1,0,0,0,1,1,7,0,0.7,0.7
768,9,2015,Mike Tolbert,CAR,1,3,7,0,0,0,0,0,0.7,0.7
769,9,2015,Jorvorskie Lane,TB,1,0,0,0,1,1,5,0,0.5,0.5
770,9,2015,Matt Asiata,MIN,1,2,4,0,0,0,0,0,0.4,0.4
771,9,2015,Bruce Miller,SF,1,2,4,0,0,0,0,0,0.4,0.4
772,9,2015,Tevin Coleman,ATL,1,1,3,0,0,0,0,0,0.3,0.3
773,9,2015,Bobby Rainey,TB,1,1,3,0,0,0,0,0,0.3,0.3
774,9,2015,Jordan Todman,PIT,1,1,3,0,2,0,0,0,0.3,0.3
775,9,2015,Denard Robinson,JAC,1,1,2,0,1,0,0,0,0.2,0.2
776,9,2015,Ronnie Hillman,DEN,1,7,1,0,0,0,0,0,0.1,0.1
777,9,2015,Tre Mason,STL,1,3,3,0,1,1,-4,0,-0.1,-0.1
778,9,2015,Eddie Lacy,GB,1,5,10,0,1,0,0,0,-1,-1
779,9,2015,Taiwan Jones,OAK,1,2,0,0,1,1,6,0,-1.4,-1.4
780,9,2015,Marcus Murphy,NO,1,0,0,0,0,0,0,0,-2,-2
781,9,2015,Marcus Thigpen,OAK,1,0,0,0,0,0,0,0,-2,-2
782,10,2015,Jeremy Langford,CHI,1,20,73,1,9,7,109,1,30.2,30.2
783,10,2015,Charcandrick West,KC,1,24,69,1,5,3,92,1,28.1,28.1
784,10,2015,Adrian Peterson,MIN,1,26,203,1,3,2,13,0,27.6,27.6
785,10,2015,Matt Jones,WAS,1,11,56,0,3,3,131,1,24.7,24.7
786,10,2015,LeSean McCoy,BUF,1,19,112,0,5,5,47,0,15.9,15.9
787,10,2015,Lamar Miller,MIA,1,16,43,0,8,6,50,1,15.3,15.3
788,10,2015,Jonathan Stewart,CAR,1,22,91,1,0,0,0,0,15.1,15.1
789,10,2015,Todd Gurley,STL,1,12,45,1,3,3,44,0,14.9,14.9
790,10,2015,Andre Ellington,ARI,1,5,61,1,4,3,27,0,14.8,14.8
791,10,2015,LeGarrette Blount,NE,1,19,66,1,2,2,11,0,13.7,13.7
792,10,2015,DeMarco Murray,PHI,1,22,61,0,8,6,58,0,11.9,11.9
793,10,2015,Alfred Morris,WAS,1,15,104,0,3,3,14,0,11.8,11.8
794,10,2015,Chris Ivory,NYJ,1,18,99,0,3,2,36,0,11.5,11.5
795,10,2015,Ronnie Hillman,DEN,1,11,42,1,4,2,9,0,11.1,11.1
796,10,2015,Marshawn Lynch,SEA,1,8,42,1,2,1,8,0,11,11
797,10,2015,Karlos Williams,BUF,1,7,24,0,1,1,26,1,11,11
798,10,2015,Doug Martin,TB,1,18,63,0,4,4,40,0,10.3,10.3
799,10,2015,Ryan Mathews,PHI,1,8,18,1,3,2,22,0,10,10
800,10,2015,Mark Ingram,NO,1,5,77,0,4,3,21,0,9.8,9.8
801,10,2015,James Starks,GB,1,15,42,0,7,6,54,0,9.6,9.6
802,10,2015,Dexter McCluster,TEN,1,3,25,1,5,4,27,0,9.2,9.2
803,10,2015,Giovani Bernard,CIN,1,8,36,0,8,5,43,0,7.9,7.9
804,10,2015,Latavius Murray,OAK,1,12,48,0,5,5,29,0,7.7,7.7
805,10,2015,Chris Thompson,WAS,1,2,54,0,1,1,23,0,7.7,7.7
806,10,2015,DeAngelo Williams,PIT,1,17,54,0,2,1,15,0,6.9,6.9
807,10,2015,T.J. Yeldon,JAC,1,18,61,0,6,5,6,0,6.7,6.7
808,10,2015,Justin Forsett,BAL,1,14,53,0,4,4,11,0,6.4,6.4
809,10,2015,Will Tukuafu,SEA,1,2,2,1,0,0,0,0,6.2,6.2
810,10,2015,Jamize Olawale,OAK,1,5,24,0,3,3,35,0,5.9,5.9
811,10,2015,Chris Johnson,ARI,1,25,58,0,2,0,0,0,5.8,5.8
812,10,2015,Darren McFadden,DAL,1,17,32,0,4,3,26,0,5.8,5.8
813,10,2015,Rashad Jennings,NYG,1,11,39,0,3,2,12,0,5.1,5.1
814,10,2015,Jay Ajayi,MIA,1,6,48,0,0,0,0,0,4.8,4.8
815,10,2015,Kyle Juszczyk,BAL,1,0,0,0,5,5,47,0,4.7,4.7
816,10,2015,Tim Hightower,NO,1,11,46,0,0,0,0,0,4.6,4.6
817,10,2015,Jonathan Grimes,HOU,1,6,33,0,1,1,12,0,4.5,4.5
818,10,2015,De'Anthony Thomas,KC,1,0,0,0,5,4,37,0,3.7,3.7
819,10,2015,Ka'Deem Carey,CHI,1,14,56,0,0,0,0,0,3.6,3.6
820,10,2015,Joique Bell,DET,1,14,17,0,3,2,18,0,3.5,3.5
821,10,2015,C.J. Spiller,NO,1,8,24,0,2,2,10,0,3.4,3.4
822,10,2015,Darren Sproles,PHI,1,3,0,0,6,5,34,0,3.4,3.4
823,10,2015,Alfred Blue,HOU,1,12,22,0,1,1,9,0,3.1,3.1
824,10,2015,Charles Sims,TB,1,5,18,0,5,2,13,0,3.1,3.1
825,10,2015,Duke Johnson,CLE,1,4,10,0,4,4,18,0,2.8,2.8
826,10,2015,Tre Mason,STL,1,6,31,0,1,1,16,0,2.7,2.7
827,10,2015,Theo Riddick,DET,1,3,1,0,3,3,25,0,2.6,2.6
828,10,2015,Shane Vereen,NYG,1,4,14,0,4,2,12,0,2.6,2.6
829,10,2015,Matt Asiata,MIN,1,2,7,0,2,2,18,0,2.5,2.5
830,10,2015,Javorius Allen,BAL,1,5,19,0,2,1,4,0,2.3,2.3
831,10,2015,Ameer Abdullah,DET,1,5,15,0,1,1,7,0,2.2,2.2
832,10,2015,Mike Tolbert,CAR,1,3,5,0,1,1,16,0,2.1,2.1
833,10,2015,Jeremy Hill,CIN,1,7,15,0,3,3,5,0,2,2
834,10,2015,Thomas Rawls,SEA,1,2,19,0,0,0,0,0,1.9,1.9
835,10,2015,Tommy Bohanon,NYJ,1,0,0,0,1,1,18,0,1.8,1.8
836,10,2015,Orleans Darkwa,NYG,1,5,15,0,0,0,0,0,1.5,1.5
837,10,2015,Jalston Fowler,TEN,1,0,0,0,1,1,14,0,1.4,1.4
838,10,2015,Chris Polk,HOU,1,4,14,0,0,0,0,0,1.4,1.4
839,10,2015,James White,NE,1,1,5,0,1,1,6,0,1.1,1.1
840,10,2015,Roosevelt Nix,PIT,1,0,0,0,1,1,10,0,1,1
841,10,2015,Darrel Young,WAS,1,3,11,0,1,1,-1,0,1,1
842,10,2015,C.J. Anderson,DEN,1,2,9,0,1,0,0,0,0.9,0.9
843,10,2015,Antonio Andrews,TEN,1,11,8,0,0,0,0,0,0.8,0.8
844,10,2015,David Johnson,ARI,1,0,0,0,1,1,8,0,0.8,0.8
845,10,2015,Jorvorskie Lane,TB,1,0,0,0,1,1,8,0,0.8,0.8
846,10,2015,Christine Michael,DAL,1,3,8,0,0,0,0,0,0.8,0.8
847,10,2015,Jordan Todman,PIT,1,2,8,0,0,0,0,0,0.8,0.8
848,10,2015,Jerick McKinnon,MIN,1,0,0,0,2,1,7,0,0.7,0.7
849,10,2015,Bishop Sankey,TEN,1,2,7,0,0,0,0,0,0.7,0.7
850,10,2015,Spencer Ware,KC,1,2,4,0,0,0,0,0,0.4,0.4
851,10,2015,Benny Cunningham,STL,1,0,0,0,2,1,2,0,0.2,0.2
852,10,2015,Andre Williams,NYG,1,2,2,0,0,0,0,0,0.2,0.2
853,10,2015,Denard Robinson,JAC,1,1,1,0,2,0,0,0,0.1,0.1
854,10,2015,Rex Burkhead,CIN,1,0,0,0,1,0,0,0,0,0
855,10,2015,Michael Burton,DET,1,1,0,0,0,0,0,0,0,0
856,10,2015,Alonzo Harris,GB,1,0,0,0,1,0,0,0,0,0
857,10,2015,John Kuhn,GB,1,0,0,0,1,0,0,0,0,0
858,10,2015,Marcel Reece,OAK,1,0,0,0,2,1,0,0,0,0
859,10,2015,Juwan Thompson,DEN,1,0,0,0,1,0,0,0,0,0
860,10,2015,Damien Williams,MIA,1,0,0,0,1,0,0,0,0,0
861,10,2015,Isaiah Crowell,CLE,1,6,-5,0,2,1,4,0,-0.1,-0.1
862,10,2015,Stevan Ridley,NYJ,1,3,-1,0,0,0,0,0,-0.1,-0.1
863,10,2015,Brandon Bolden,NE,1,1,-3,0,1,0,0,0,-0.3,-0.3
864,11,2015,Thomas Rawls,SEA,1,30,209,1,3,3,46,1,37.5,37.5
865,11,2015,Doug Martin,TB,1,27,235,0,1,0,0,0,23.5,23.5
866,11,2015,Spencer Ware,KC,1,11,96,2,1,1,5,0,22.1,22.1
867,11,2015,LeSean McCoy,BUF,1,20,82,1,10,6,41,0,18.3,18.3
868,11,2015,Jonathan Stewart,CAR,1,21,102,0,1,1,12,1,17.4,17.4
869,11,2015,Ahmad Bradshaw,IND,1,9,32,0,4,4,20,2,17.2,17.2
870,11,2015,James White,NE,1,2,14,1,3,2,32,1,16.6,16.6
871,11,2015,Jeremy Hill,CIN,1,13,45,2,0,0,0,0,16.5,16.5
872,11,2015,Alfred Blue,HOU,1,21,58,0,3,3,34,1,15.2,15.2
873,11,2015,Darren McFadden,DAL,1,29,129,0,3,3,20,0,14.9,14.9
874,11,2015,Giovani Bernard,CIN,1,6,18,0,10,8,128,0,14.6,14.6
875,11,2015,Patrick DiMarco,ATL,1,0,0,0,4,3,21,2,14.1,14.1
876,11,2015,Charles Sims,TB,1,10,43,0,4,3,26,1,12.9,12.9
877,11,2015,Darren Sproles,PHI,1,6,21,0,7,3,38,1,11.9,11.9
878,11,2015,Javorius Allen,BAL,1,22,67,0,6,5,48,0,11.5,11.5
879,11,2015,Todd Gurley,STL,1,25,66,1,0,0,0,0,10.6,10.6
880,11,2015,Eddie Lacy,GB,1,22,100,0,2,1,6,0,10.6,10.6
881,11,2015,Ronnie Hillman,DEN,1,21,102,0,1,1,2,0,10.4,10.4
882,11,2015,Jeremy Langford,CHI,1,13,25,1,6,3,17,0,10.2,10.2
883,11,2015,Adrian Peterson,MIN,1,13,45,1,2,2,16,0,10.1,10.1
884,11,2015,Antonio Andrews,TEN,1,15,78,0,2,2,16,0,9.4,9.4
885,11,2015,Bilal Powell,NYJ,1,4,22,0,7,5,67,0,8.9,8.9
886,11,2015,Latavius Murray,OAK,1,13,28,1,0,0,0,0,8.8,8.8
887,11,2015,David Johnson,ARI,1,2,9,0,2,2,17,1,8.6,8.6
888,11,2015,Theo Riddick,DET,1,6,14,0,6,5,72,0,8.6,8.6
889,11,2015,T.J. Yeldon,JAC,1,14,54,0,4,3,28,0,8.2,8.2
890,11,2015,Shaun Draughn,SF,1,12,37,0,11,8,40,0,7.7,7.7
891,11,2015,C.J. Anderson,DEN,1,12,59,0,2,2,13,0,7.2,7.2
892,11,2015,DeMarco Murray,PHI,1,13,64,0,5,4,27,0,7.1,7.1
893,11,2015,Mike Tolbert,CAR,1,7,5,0,2,2,5,1,7,7
894,11,2015,Jonathan Grimes,HOU,1,6,37,0,3,3,28,0,6.5,6.5
895,11,2015,Chris Johnson,ARI,1,18,63,0,2,1,2,0,6.5,6.5
896,11,2015,Charcandrick West,KC,1,11,16,0,2,2,48,0,6.4,6.4
897,11,2015,LeGarrette Blount,NE,1,16,56,0,2,1,5,0,6.1,6.1
898,11,2015,Frank Gore,IND,1,14,34,0,5,5,46,0,6,6
899,11,2015,Lamar Miller,MIA,1,7,44,0,3,2,11,0,5.5,5.5
900,11,2015,Melvin Gordon,SD,1,15,37,0,1,1,12,0,4.9,4.9
901,11,2015,Ameer Abdullah,DET,1,12,44,0,2,1,2,0,4.6,4.6
902,11,2015,Chris Ivory,NYJ,1,8,36,0,1,1,9,0,4.5,4.5
903,11,2015,James Starks,GB,1,8,14,0,1,1,30,0,4.4,4.4
904,11,2015,Devonta Freeman,ATL,1,3,43,0,0,0,0,0,4.3,4.3
905,11,2015,Joique Bell,DET,1,6,22,0,1,1,18,0,4,4
906,11,2015,Robert Turbin,DAL,1,7,35,0,2,1,3,0,3.8,3.8
907,11,2015,Kenjon Barner,PHI,1,7,37,0,1,0,0,0,3.7,3.7
908,11,2015,Jay Ajayi,MIA,1,4,13,0,2,2,23,0,3.6,3.6
909,11,2015,Ka'Deem Carey,CHI,1,9,32,0,0,0,0,0,3.2,3.2
910,11,2015,Tevin Coleman,ATL,1,17,48,0,2,0,0,0,2.8,2.8
